total_sales,unique_vehicles,unique_makes,unique_models,unique_states,average_selling_price,average_mmr,average_odometer,average_vehicle_condition,minimum_selling_price,maximum_selling_price,average_price_difference,average_price_difference_percentage,average_vehicle_age
548400,540084,66,973,38,13689.29,13848.83,67538.84,30.78,1,230000,-159.54,-0.71,4.79
